business_name,category,phone,email,address,city,state,zip_code,website,rating,review_count,source,google_maps_url,latitude,longitude,scraped_date,lead_id
Oral Dental Hub,Dental Clinics,+2340717811488,oraldentalhub@outlook.com,"46 Adetokunbo Ademola Road, Okesa, Oshogbo",Oshogbo,Okesa,,https://oraldentalhub.ng,4.9,143,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-323144
Black Grill & Bar,Bars,+2340801649150,blackgrillandbar@outlook.com,"120 Nnamdi Azikiwe Street, Gamboru, Maiduguri",Maiduguri,Gamboru,,https://blackgrillandbar.com.ng,5.0,59,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-290591
Cute Animal Grooming,Pet Groomers,+2340812213933,cuteanimalgrooming@gmail.com,"3 Akin Adesola Street, Rumde, Yola",Yola,Rumde,,https://cuteanimalgrooming.biz,4.5,111,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-659151
Royal Hair & Beauty,Hair Salons,+2340810901941,royalhairandbeauty@yahoo.com,"31 Allen Avenue, Akere Mefa, Ilorin",Ilorin,Akere Mefa,,https://royalhairandbeauty.org.ng,4.1,271,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-776761
Pro Motor Works,Auto Repair Shops,+2340716961662,promotorworks@gmail.com,"34 Opebi Road, Namtari, Yola",Yola,Namtari,,https://promotorworks.ng,3.9,360,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-591787
Royal Cuisine,Restaurants,+2340910904093,royalcuisine@gmail.com,"29 Adeyemo Alakija Street, Isabo, Abeokuta",Abeokuta,Isabo,,https://royalcuisine.biz,5.0,38,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-424207
Blue Sports Bar,Bars,+2340915926678,bluesportsbar@gmail.com,"145 Opebi Road, Ojoo, Ibadan",Ibadan,Ojoo,,https://bluesportsbar.ng,4.5,416,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-745620
Smart Digital Store,Electronics Shops,+2340703791656,smartdigitalstore@gmail.com,"91 Ojo Road, Okpuala, Umuahia",Umuahia,Okpuala,,https://smartdigitalstore.biz,3.6,475,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-230995
Prime Barristers,Law Firms,+2340809514998,primebarristers@yahoo.com,"17 Akin Adesola Street, Ohuru, Aba",Aba,Ohuru,,https://primebarristers.ng,3.6,145,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-235565
Fresh Coffee Shop,Coffee Shops,+2340906358873,freshcoffeeshop@gmail.com,"118 Independence Layout, Woji, Port Harcourt",Port Harcourt,Woji,,https://freshffeeshop.com,4.6,309,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-876066
Snap Photo House,Photo Studios,+2340708143468,snapphotohouse@yahoo.com,"142 Igbosere Road, Birnin Yero, Kaduna",Kaduna,Birnin Yero,,https://snapphotohouse.biz,4.9,232,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-206154
Electro Electronics Mart,Electronics Shops,+2340907081373,electroelectronicsmart@gmail.com,"106 Marina Road, Ezeogba, Owerri",Owerri,Ezeogba,,https://electroelectronicsmart.com,4.5,332,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-134792
Fit Fitness Club,Gyms,+2340703201328,fitfitnessclub@gmail.com,"168 Victoria Island, Use, Benin City",Benin City,Use,,https://fitfitnessclub.com.ng,4.8,477,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-957119
Outdoor Horticulture,Landscapers,+2340910394495,outdoorhorticulture@yahoo.com,"63 Ikorodu Road, Demsawo, Yola",Yola,Demsawo,,https://outdoorhorticulture.com,4.1,176,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-501966
Sparkle Jewellers,Jewelry Stores,+2340808274050,sparklejewellers@hotmail.com,"130 Ajah, Owode, Oshogbo",Oshogbo,Owode,,https://sparklejewellers.biz,3.9,93,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-779065
Blue Wine Bar,Bars,+2340808420836,bluewinebar@outlook.com,"155 Johnson Street, Badagry, Lagos",Lagos,Badagry,,https://bluewinebar.org.ng,3.8,312,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-353620
Cute Grooming Studio,Pet Groomers,+2340907138523,cutegroomingstudio@hotmail.com,"181 Adeniyi Jones Avenue, Obio-Akpor, Port Harcourt",Port Harcourt,Obio-Akpor,,https://cutegroomingstudio.org.ng,4.9,228,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-189169
Health Animal Clinic,Veterinary Clinics,+2340814901950,healthanimalclinic@outlook.com,"94 Abijo, Adankolo, Lokoja",Lokoja,Adankolo,,https://healthanimalclinic.org.ng,3.7,76,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-690101
Bloom Lawn Care,Landscapers,+2340814081419,bloomlawncare@gmail.com,"80 Agungi, Owode, Oshogbo",Oshogbo,Owode,,https://bloomlawncare.com.ng,4.5,437,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-976796
Garden Floral Design,Flower Shops,+2340702641013,gardenfloraldesign@yahoo.com,"163 Badagry Expressway, Wuro Hausa, Yola",Yola,Wuro Hausa,,https://gardenfloraldesign.com.ng,4.9,197,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-441291
Diamond Beauty Lounge,Beauty Salons,+2340901949046,diamondbeautylounge@outlook.com,"31 Allen Avenue, Brahma Road, Lokoja",Lokoja,Brahma Road,,https://diamondbeautylounge.ng,4.0,81,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-765057
Rose Flower Studio,Flower Shops,+2340914957878,roseflowerstudio@hotmail.com,"152 Adeola Odeku Street, Ijoka, Akure",Akure,Ijoka,,https://roseflowerstudio.com.ng,4.7,314,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-944154
Happy Dog Grooming,Pet Groomers,+2340901043855,happydoggrooming@gmail.com,"120 Kakawa Street, Damboa, Maiduguri",Maiduguri,Damboa,,https://happydoggrooming.com,3.8,303,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-999522
Clean Home Cleaning,Cleaning Services,+2340908619790,cleanhomecleaning@outlook.com,"193 Adeyemo Alakija Street, Girei, Yola",Yola,Girei,,https://cleanhomecleaning.com.ng,4.1,296,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-465680
Nature Landscaping,Landscapers,+2340909654592,naturelandscaping@outlook.com,"58 Ola-Ayinde Street, Trans Amadi, Port Harcourt",Port Harcourt,Trans Amadi,,https://naturelandscaping.com,4.1,51,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-502724
Royal Pastry House,Bakeries,+2340713448892,royalpastryhouse@outlook.com,"122 Maryland, Namtari, Yola",Yola,Namtari,,https://royalpastryhouse.com.ng,4.5,387,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-967025
Elite Jewellery Centre,Jewelry Stores,+2340906500561,elitejewellerycentre@hotmail.com,"42 King George V Road, Airport Road, Benin City",Benin City,Airport Road,,https://elitejewellerycentre.org.ng,4.6,97,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-472716
Core Workout Studio,Gyms,+2340913688857,coreworkoutstudio@yahoo.com,"148 Awolowo Way, Esuk Atu, Calabar",Calabar,Esuk Atu,,https://reworkoutstudio.biz,4.9,377,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-509180
Life Medical Store,Pharmacies,+2340814370308,lifemedicalstore@gmail.com,"22 Ikorodu Road, Mokola, Ibadan",Ibadan,Mokola,,https://lifemedicalstore.org.ng,4.9,199,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-256031
Frame Photo Studio,Photo Studios,+2340809487693,framephotostudio@gmail.com,"115 Kodesoh Street, Faulks Road, Aba",Aba,Faulks Road,,https://framephotostudio.com,3.8,336,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-797170
Grand Pastry Shop,Bakeries,+2340919432870,grandpastryshop@outlook.com,"10 Billings Way, Yaba, Lagos",Lagos,Yaba,,https://grandpastryshop.biz,3.7,94,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-500171
Pro Water Works,Plumbers,+2340802846788,prowaterworks@outlook.com,"124 Badagry Expressway, Oji River, Enugu",Enugu,Oji River,,https://prowaterworks.com.ng,4.5,263,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-109450
Expert Auto Workshop,Auto Repair Shops,+2340914909380,expertautoworkshop@outlook.com,"45 Nnamdi Azikiwe Street, Oji River, Enugu",Enugu,Oji River,,https://expertautoworkshop.com.ng,4.7,21,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-903611
Premium Caterers,Caterers,+2340813240181,premiumcaterers@gmail.com,"95 Awolowo Road, GRA, Benin City",Benin City,GRA,,https://premiumcaterers.com.ng,4.7,299,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-626473
Health Dental Practice,Dental Clinics,+2340912240258,healthdentalpractice@hotmail.com,"22 Nnamdi Azikiwe Street, Ndume, Umuahia",Umuahia,Ndume,,https://healthdentalpractice.com,3.6,180,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-368278
